group,sc1,sc2_1,sc4,sc5,q1_1,q2_1,q4_1,q5_1,q5_2,q5_3,q5_4,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q6_8,q6_9,q6_10,q6_11,q6_12,q6_13,q6_14,q6_15,q6_16,q6_17,q6_18,q6_19,q6_20,q6_21,q6_22,q6_23,q6_24,q6_25,q6_26,q6_27,q6_28,q6_29,q6_30,q6_31,q6_32,q6_33,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q7_12,q7_13,q7_14,q7_15,q7_16,q7_17,q7_18,q7_19,q7_20,q7_21,q7_22,q7_23,q7_24,q7_25,q7_26,q7_27,q7_28,q7_29,q7_30,q7_31,q7_32,q7_33,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_8,q8_9,q8_10,q8_11,q8_12,q8_13,q8_14,q8_15,q8_16,q8_17,q8_18,q8_19,q8_20,q8_21,q8_22,q8_23,q8_24,q8_25,q8_26,q8_27,q8_28,q8_29,q8_30,q8_31,q8_32,q8_33
16,2,28,1,4,2,70,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,14,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,14,15,15
1,1,28,2,1,4,15,1,3,4,3,3,8,8,8,3,5,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,2,47,2,2,2,50,2,3,2,3,3,3,6,3,3,5,4,3,3,3,3,6,5,3,3,3,4,4,4,4,3,3,3,4,4,3,3,3,4,3,3,3,2,3,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,8,8,3,2,2,2,2,11,11,2,2,5,2,4,4,4,2,2,2,1,2,2,2,2,11,11,11,8,8,8
1,1,25,2,1,2,40,2,2,3,3,2,8,8,7,8,7,8,9,8,8,9,7,6,8,8,7,7,8,8,7,6,8,7,9,8,7,7,7,7,8,6,8,7,7,2,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,6,6,5,6,5,6,5,5,4,5,3,5,6,5,5,4,5,5,6,4,5,5,3,6,3,4,4,5,6,4,5,4,5
2,1,36,2,1,2,20,4,1,2,2,1,4,5,2,1,3,2,1,3,3,3,5,5,2,4,3,4,4,3,3,5,2,2,2,2,3,3,1,3,2,2,1,1,2,2,1,2,2,3,3,2,2,2,2,1,1,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,1,2,1,2,2,1,14,3,3,1,1,1,1,2,2,1,2,2,2,3,3,3,2,4,4,2,8,2,2,3,7,7,7,15,3,8
3,1,47,2,1,3,10,1,2,5,5,3,3,6,2,1,4,2,1,2,2,3,8,3,2,1,1,4,3,3,4,3,2,1,1,2,2,2,1,4,2,2,1,1,2,3,2,2,2,2,3,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,3,2,2,2,2,15,15,15,6,6,15,15,15,15,15,15,3,15,15,15,2,15,4,15,15,4,4,2,15,15,15,15,6,5,5,15,6,2
6,2,29,2,1,2,60,3,4,2,4,1,4,5,1,2,4,2,1,2,2,4,6,6,1,1,1,6,5,2,3,3,2,2,3,2,2,3,1,5,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,5,2,8,8,8,2,3,2,7,8,8,2,2,2,3,5,5,5,1,5,4,2,4,2,2,5,8,8,8,1,4,1
8,2,48,2,1,3,90,5,3,4,2,1,3,5,2,1,3,2,2,2,2,2,5,4,1,2,1,2,3,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,1,10,10,10,10,1,1,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,4,4,8,8,8,8,8,1
11,1,20,1,4,4,10,1,5,5,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,4,2,4,5,2,2
1,1,20,1,2,4,50,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,1,5,5,1,1,1,1,1,5,1,1,1,1,1
2,1,33,2,1,2,60,1,5,3,2,3,2,4,2,2,3,2,3,2,2,2,5,5,2,3,2,5,3,3,3,1,2,3,3,3,3,3,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,11,5,1,8,11,15,15,9,6,4,4,4,1,1,1,2,8,7,7,3,8,2,1,1,5,6,8,1,8,8,15,15,5
6,2,29,2,1,1,50,0,4,3,3,3,3,2,3,2,2,3,2,2,3,2,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2,1,3,2,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,5,3,3,4,4,4,4,5,2,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3
2,1,31,2,1,4,35,1,3,3,3,4,1,1,1,1,2,2,2,2,1,2,4,3,2,2,1,1,4,3,2,2,4,2,1,1,1,2,1,2,1,1,1,1,2,2,3,3,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,15,3,15,2,15,3,15,15,15,15,3,4,15,15,15,15,15,15,15,15,15,15,15,15,15,2,2,15,15,15,2,6,3
8,2,41,2,1,4,98,2,5,3,5,2,5,5,5,3,3,3,3,3,3,3,6,4,2,2,2,5,4,3,4,2,3,2,2,4,3,3,1,3,2,2,4,2,2,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,4,1,14,14,2,2,2,2,2,8,8,2,2,2,3,8,8,8,1,3,3,2,2,2,4,4,14,14,14,8,8,2
11,1,20,1,4,1,100,8,4,2,3,3,1,4,2,2,2,4,4,2,2,2,4,4,2,4,4,3,3,3,2,2,2,1,1,3,3,4,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,3,3,1,3,3,3,3,1,1,1,1,3,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2,1,37,2,1,2,50,1,4,4,4,2,3,3,3,1,3,2,2,1,1,3,5,4,2,3,2,3,4,2,4,4,3,2,2,3,2,2,1,3,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,4,3,1,8,8,8,2,1,1,1,8,4,2,1,1,2,4,4,4,1,3,3,2,8,8,3,3,8,8,8,1,8,1
2,1,38,2,1,2,30,1,2,3,3,1,3,5,3,2,2,3,3,3,3,4,5,5,3,4,4,4,4,3,4,4,5,3,3,3,3,4,3,3,2,2,5,2,2,3,3,3,1,1,1,1,3,3,1,2,2,2,1,1,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,1,3,3,1,1,1,1,5,2,1,1,1,2,3,3,1,2,2,2,1,1,1,1,4,4,3,8,4,3,2,1,1,1,8,1,1
6,2,28,2,1,3,90,12,5,3,3,2,5,6,5,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,3,3,3,1,2,2,1,3,3,3,1,1,1,3,2,2,3,3,3,3,3,3,1,2,2,1,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,8,8,8,7,7,6,6,7,8,8,6,7,7,7,6,6,8,5,7,6,6,4,7,5,6,4,5,6,5,4,6,5,5
11,1,24,1,4,1,100,1,2,2,3,3,3,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,3,1,2,3,2,2,3,2,2,2,2,1,3,1,1,2,2,2,2,2,3,2,3,3,3,1,1,1,1,2,2,2,2,2,3,3,2,1,1,2,2,2,2,2,1,2,2,5,6,8,9,9,9,9,9,9,11,11,11,8,9,10,10,10,10,10,10,9,9,10,10,10,10,10,12,11,11,10,10,10
9,2,55,2,1,3,90,6,4,4,4,4,4,12,3,3,8,3,3,3,3,3,9,9,3,3,3,3,8,3,3,4,3,3,3,3,6,5,3,8,5,5,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,8,5,1,1,1,1,8,8,8,2,2,2,2,3,3,3,3,11,8,8,15,2,2
11,1,29,1,4,3,20,1,3,2,2,3,3,5,2,1,2,2,1,3,3,2,8,6,1,5,2,6,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,3,1,1,2,2,2,3,3,2,1,1,2,3,3,3,1,2,2,1,2,2,2,3,8,8,8,1,3,1
2,1,30,2,1,2,35,1,3,5,4,2,1,7,5,2,3,1,1,1,1,1,1,1,2,1,1,2,4,4,4,1,2,2,2,4,1,4,1,4,3,2,1,1,1,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,15,4,2,15,8,15,1,15,15,15,15,15,1,2,1,1,6,6,6,15,3,3,2,2,3,2,3,6,4,4,15,4,15
2,1,36,2,1,2,2,1,2,5,4,3,3,4,3,2,3,3,2,2,2,3,4,4,2,4,3,4,4,3,3,4,3,2,3,3,3,4,2,3,2,2,8,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,1,1,1,3,2,2,2,3,3,3,3,2,3,15,15,15,1,2,15,15,15,15,15,15,15,15,15,1,2,15,15,15,15,3,2,1,2,2,2,2,2,15,15,15,4,15
7,2,33,2,1,1,100,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4,4,6,6,6,7,6,7,6,7,6,6,7,7,7
7,2,38,2,1,3,98,2,4,3,3,3,3,6,2,2,3,3,2,3,3,4,4,4,2,3,1,5,5,3,3,1,2,2,2,2,3,2,2,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,14,2,2,14,14,2,2,2,2,2,14,14,2,2,2,2,14,14,14,1,14,3,2,14,2,2,3,14,1,14,1,14,1
6,2,25,2,1,2,95,3,5,3,4,3,3,9,2,2,5,3,2,2,2,2,8,5,2,8,2,8,1,1,3,1,3,3,3,3,3,2,2,5,1,3,1,2,1,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,3,3,14,14,8,2,4,4,4,8,5,3,2,2,2,8,8,8,1,3,3,2,4,2,6,3,8,1,8,1,8,1
9,2,56,2,2,1,100,3,5,5,4,2,3,4,1,1,3,3,2,4,4,2,8,8,2,2,2,4,4,4,4,2,3,2,3,4,1,3,1,4,2,2,4,2,2,3,2,2,2,3,3,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,1,7,9,3,1,2,2,1,8,8,1,1,1,2,8,8,8,2,2,3,2,3,5,3,3,7,7,7,8,8,3
2,1,32,2,1,2,50,2,3,2,2,1,2,8,8,1,4,3,2,2,2,2,4,4,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,3,1,2,5,1,1,1,1,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,8,3,1,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,15,8,8,1,8,8,8,8,8,8,8,8,8,8
2,1,39,2,1,3,40,1,4,1,3,2,3,5,1,1,3,3,2,2,2,2,5,3,2,3,2,3,3,3,4,4,2,2,2,3,2,3,2,3,3,2,1,2,2,1,1,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,3,3,2,2,2,2,2,2,2,5,7,1,8,14,3,1,1,1,2,7,2,1,1,3,2,8,8,8,2,3,3,1,8,2,2,3,14,14,14,15,8,15
2,1,39,2,1,5,40,1,2,4,3,1,1,1,1,2,2,2,2,1,2,2,1,1,3,3,3,2,3,3,3,3,2,3,2,3,4,4,3,3,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,37,2,1,2,30,2,5,5,5,3,4,5,3,2,3,2,2,2,2,5,8,4,2,2,2,12,5,4,4,3,3,3,3,2,3,3,2,4,2,2,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,14,1,2,1,1,1,1,8,4,1,4,2,8,8,8,8,3,3,2,8,1,1,3,14,14,14,1,5,1
2,1,31,2,1,4,50,3,3,3,3,3,8,5,3,1,2,4,2,3,3,3,8,8,2,4,6,8,3,3,2,4,2,1,3,3,2,3,3,5,5,5,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,2,25,1,4,2,70,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,8,1,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,6,2,2,3,6,4,2,4,4,4,7,4,3,3,4,3,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4
11,1,28,1,4,1,1,1,2,3,3,3,4,4,4,4,3,5,4,5,4,4,4,4,3,3,3,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,3,2,3,3,2,1,3,2,3,3,3,3,2,2,1,2,3,2,2,2,3,3,3,2,2,3,2,1,3,3,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2
11,1,28,1,4,1,100,1,5,5,5,5,2,7,1,1,2,1,1,1,1,1,7,3,2,1,2,14,4,2,4,2,3,2,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1
2,1,37,2,1,4,10,1,4,4,4,4,2,4,2,1,3,3,3,2,3,3,4,4,3,1,1,6,5,5,5,1,1,2,1,3,6,4,2,4,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,2,2,1,3,15,4,5,4,7,15,15,6,7,8,7,3,4,4,15,5,4,5,15,15,15,15,4,4,4,15,15,15
6,2,29,2,1,2,60,2,1,1,1,1,4,5,4,4,3,4,4,3,3,3,6,7,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,7,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,14,14,14,13,13,13,13,13,13,9,14,14,11,7,7,6,12,13,14,14,8,8,8,8,8,8,11,11,11,11,14,5,6
6,2,26,2,1,5,60,3,4,3,2,1,3,5,1,1,1,3,2,3,3,6,6,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,1,2,2,1,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,4,3,2,7,7,5,2,2,2,2,6,6,2,2,2,2,6,6,6,3,2,2,2,1,2,6,5,6,6,6,1,6,6
11,1,27,1,4,3,35,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17,2,31,1,4,3,50,2,3,4,3,4,3,5,3,2,3,3,2,5,5,3,5,5,2,5,5,4,3,2,3,3,3,2,3,3,2,5,2,4,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,15,15,1,2,14,3,1,15,15,15,15,15,15,15,15,15,8,8,8,15,3,2,15,8,3,15,15,14,14,14,15,15,15
2,1,35,2,1,2,30,1,4,4,4,2,2,4,4,2,3,5,2,2,2,2,6,6,2,2,2,4,4,4,4,4,3,2,2,3,4,4,2,5,3,2,3,1,1,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,1,6,6,6,1,2,2,1,2,2,1,6,6,2,8,8,3,1,4,4,2,8,3,2,3,9,9,9,1,8,1
1,1,23,2,1,4,30,1,4,4,3,3,1,8,1,2,4,3,3,3,3,3,8,8,3,3,3,3,3,3,4,4,3,2,2,3,3,4,2,4,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,3,1,4,4,3,3,1,1,2,1,1,1,1,1,1,3,3,3,1,2,8,2,8,8,1,8,4,1,1,1,6,1
12,1,30,1,4,4,30,1,3,2,3,3,6,9,2,3,4,5,2,3,4,5,11,4,3,5,5,5,6,3,4,6,4,3,3,5,5,5,1,4,4,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,8,8,2,1,1,2,1,4,1,1,1,1,1,4,4,4,4,3,3,1,2,1,2,3,8,15,8,15,15,15
8,2,42,2,1,5,80,5,5,5,5,3,3,5,1,1,4,3,1,2,2,3,8,4,1,2,3,3,4,2,4,1,2,2,2,3,3,4,2,3,3,3,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,8,8,8,1,2,2,3,8,3,2,1,2,2,7,7,7,1,4,4,4,6,4,2,4,8,8,8,1,1,1
2,1,35,2,1,3,40,1,3,5,3,3,1,8,1,1,5,3,1,1,1,2,7,7,2,3,3,3,6,5,4,1,2,2,2,2,2,4,2,4,1,2,4,2,4,2,2,3,2,2,1,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,15,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,2,3,15,3,3,4,4,4,2,4,15,15,15,14,14,4
2,1,39,2,1,4,30,2,4,4,4,2,2,2,1,2,6,2,1,2,1,6,6,5,1,1,1,4,4,3,3,3,3,4,2,3,2,2,2,4,4,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,5,3,3,3,3,3,1,2,2,2,2,1,2,2,3,3,2,8,3,2,2,3,3,3,8,2,2
12,1,32,1,4,3,10,1,4,4,4,4,2,6,3,2,3,3,3,3,3,4,5,5,4,4,4,5,6,4,4,5,4,4,4,4,4,4,4,6,4,5,6,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,15,15,15,15,15,15,15,15,15,3,6,15
2,1,36,2,1,5,70,4,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3
6,2,25,2,1,3,90,4,5,3,2,1,3,5,3,2,3,2,2,2,2,2,5,3,2,3,3,3,3,2,3,4,2,2,2,2,3,2,1,3,3,3,1,2,1,2,1,1,1,3,3,1,2,2,2,2,2,1,3,3,3,1,3,2,2,3,3,3,3,3,3,1,2,2,2,1,3,1,8,3,1,12,14,2,1,1,1,4,8,8,1,1,1,2,10,10,10,1,4,4,1,8,2,2,4,8,8,8,1,3,1
4,1,58,2,2,3,1,2,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,33,2,1,2,30,2,3,3,3,3,3,9,2,4,3,3,2,3,3,4,7,7,3,3,4,4,4,4,3,3,3,3,6,4,6,3,4,6,2,3,4,2,5,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,6,4,3,3,4,3,2,2,2,4,3,3,1,2,2,2,5,5,5,2,3,2,1,8,2,2,2,6,2,6,11,8,3
11,1,27,1,4,1,100,1,3,4,4,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,6,6,2,2,6,2,2,2,2,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,2,2,2
7,2,36,2,1,2,80,15,5,3,3,3,4,6,3,2,4,4,2,2,2,3,6,6,3,4,2,5,4,4,3,1,3,3,3,4,2,3,2,4,3,3,1,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,1,7,4,1,14,12,4,1,2,2,1,7,7,1,1,6,2,9,9,12,1,5,4,1,8,8,3,5,12,12,12,1,4,8
10,2,69,2,2,1,80,4,3,2,1,3,3,8,3,2,7,4,3,3,4,6,8,4,2,4,3,7,4,5,6,5,3,3,4,4,3,5,4,5,4,3,1,3,3,2,2,2,2,2,2,2,1,1,3,2,2,2,3,2,1,1,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1,8,8,1,14,14,8,2,8,8,1,8,8,2,1,8,2,8,8,8,8,4,4,1,8,8,8,8,14,14,14,15,8,4
9,2,50,2,1,5,90,4,4,3,3,4,2,5,2,2,3,2,2,2,2,2,8,3,2,2,1,3,3,3,3,3,2,2,2,3,2,3,2,3,1,2,1,2,2,3,1,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,3,2,3,2,2,8,5,2,14,14,2,2,2,2,5,8,3,2,2,2,2,14,14,14,4,4,4,4,2,2,2,4,2,15,14,15,4,2
12,1,36,1,4,1,100,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,6,6,2,6,6,2,1,1,1,1,6,2,1,1,2,2,1,3,3,2,3,3,1,2,2,2,3,6,1,6,1,6,1
2,1,32,1,1,2,90,3,5,1,5,4,3,5,4,4,4,4,3,3,2,3,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,3,2,2,3,2,3,1,2,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,12,5,1,8,7,6,6,7,6,6,6,8,8,6,6,6,6,6,5,7,7,6,6,7,6,7,7,7,6,6,8,6,8
1,1,24,2,1,2,50,5,3,2,2,1,4,3,1,1,4,4,4,4,4,3,5,5,5,3,3,4,4,3,4,4,2,2,2,2,2,2,2,5,4,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,5,14,2,2,2,2,2,14,14,2,2,2,2,4,4,4,2,4,4,4,8,8,4,4,14,14,14,15,8,15
9,2,50,2,2,5,100,1,4,5,4,3,2,4,2,1,1,2,1,2,1,1,4,4,2,2,1,1,1,1,4,2,2,2,2,1,1,2,2,1,1,1,2,1,1,3,2,2,3,2,2,3,2,2,2,3,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2,3,2,2,6,4,2,8,2,2,2,2,2,2,6,6,2,2,1,1,8,8,8,5,8,8,1,8,8,5,8,8,8,8,8,5,4
17,2,31,1,4,3,20,2,5,2,5,4,4,6,3,3,3,2,2,2,2,2,8,2,2,2,2,2,3,3,3,3,2,2,2,4,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,15,15,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,8,8,8,15,10,15
